"CODE","FIPS","cgy","cga","Sby","Sba","GSY","Gsa","Wwy","Wwa","SWY","SWA","Bry","Bra","oty","ota","ctuy","ctua","cany","cana","suny","suna","ricey","ricea"
"AL1","01001",64.41,2108.19,33.52,1862.15,0,0,0,0,0,0,0,0,0,0,655.73,3936.51,0,0,0,0,0,0
"AL3","01003",126.45,3794.75,44.87,14211.11,0,0,60.77,6815.81,0,0,0,0,0,0,1003.37,9447.62,0,0,0,0,0,0
"AL5","01005",109.13,3197.43,0,0,0,0,0,0,0,0,0,0,0,0,719.87,4704.13,0,0,0,0,0,0
"AL7","01007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL9","01009",125.96,843.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL11","01011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL13","01013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL15","01015",99.08,1194.64,31.99,2580.87,0,0,0,0,0,0,0,0,0,0,814.82,3346.03,0,0,0,0,0,0
"AL17","01017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL19","01019",60.88,3127.15,34.45,13688.41,0,0,0,0,0,0,0,0,0,0,694.71,13567.83,0,0,0,0,0,0
"AL21","01021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL23","01023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL25","01025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL27","01027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL29","01029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL31","01031",84.25,6851.63,37.43,6664.52,0,0,0,0,0,0,0,0,0,0,611,15549.21,0,0,0,0,0,0
"AL33","01033",115.45,16197.95,46.68,12692,0,0,0,0,0,0,0,0,0,0,551.78,17156.61,0,0,0,0,0,0
"AL35","01035",62.51,1194.64,50.28,2646.21,0,0,0,0,0,0,0,0,0,0,854.94,4297.35,0,0,0,0,0,0
"AL37","01037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL39","01039",61.15,2635.24,40.78,2156.17,0,0,0,0,0,0,0,0,0,0,768.15,14466.67,0,0,0,0,0,0
"AL41","01041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL43","01043",79.26,2424.42,35.13,4018.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL45","01045",75.57,2248.74,0,0,0,0,0,0,0,0,0,0,0,0,636.63,9736.3,0,0,0,0,0,0
"AL47","01047",75.22,4690.73,45.81,8918.7,0,0,0,0,0,0,0,0,0,0,585.4,5084.66,0,0,0,0,0,0
"AL49","01049",94.16,11147.07,28.2,10756.34,0,0,44.73,1975.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL51","01051",85.88,2319.01,27.37,2156.17,0,0,0,0,0,0,0,0,0,0,741.4,10103.7,0,0,0,0,0,0
"AL53","01053",111.17,3865.02,45.4,8183.64,0,0,55.66,2469.5,0,0,0,0,0,0,907.33,17091.01,0,0,0,0,0,0
"AL55","01055",85.52,2002.78,38.57,3103.58,0,0,0,0,0,0,0,0,0,0,733.14,3395.24,0,0,0,0,0,0
"AL57","01057",74.07,2459.56,23.46,1519.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL59","01059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL61","01061",94.52,4321.8,40.78,6468.51,0,0,0,0,0,0,0,0,0,0,725.57,24603.17,0,0,0,0,0,0
"AL63","01063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL65","01065",73.28,2951.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL67","01067",72.27,4778.57,26.82,1666.13,0,0,41.3,2123.77,0,0,0,0,0,0,553.13,18829.63,0,0,0,0,0,0
"AL69","01069",86.48,3548.79,28.44,4279.67,0,0,39.34,2370.72,0,0,0,0,0,0,686.91,24373.54,0,0,0,0,0,0
"AL71","01071",95.57,22715.79,28.54,24599.93,0,0,39.27,2074.38,0,0,0,0,0,0,720.83,6938.1,0,0,0,0,0,0
"AL73","01073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL75","01075",81.3,1264.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL77","01077",120.15,16681.08,33.87,13133.03,0,0,50.88,2963.4,0,0,0,0,0,0,642.13,20404.23,0,0,0,0,0,0
"AL79","01079",105.91,30357.99,41.49,11042.2,0,0,0,0,0,0,0,0,0,0,567.34,25193.65,0,0,0,0,0,0
"AL81","01081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL83","01083",134.98,19131.86,37.21,41898.29,0,0,76.04,16792.58,0,0,0,0,0,0,575.07,40775.66,0,0,0,0,0,0
"AL85","01085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL87","01087",122.52,2424.42,42.46,2254.18,0,0,0,0,0,0,0,0,0,0,682.86,3346.03,0,0,0,0,0,0
"AL89","01089",138.4,17208.13,37.39,30431.39,0,0,75.5,12676.75,0,0,0,0,0,0,751.87,38380.95,0,0,0,0,0,0
"AL91","01091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL93","01093",100.52,3425.81,18.73,2303.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL95","01095",81.94,3935.29,29.45,5357.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL97","01097",0,0,45.81,2254.18,0,0,0,0,0,0,0,0,0,0,1145.54,6757.67,0,0,0,0,0,0
"AL99","01099",84.16,1897.37,41.9,4116.32,0,0,0,0,0,0,0,0,0,0,808.57,19256.08,0,0,0,0,0,0
"AL101","01101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL103","01103",95.28,4778.57,33.18,6027.47,0,0,0,0,0,0,0,0,0,0,496.63,1082.54,0,0,0,0,0,0
"AL105","01105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL107","01107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL109","01109",81.85,3443.38,53.07,1470.12,0,0,0,0,0,0,0,0,0,0,432.69,4034.92,0,0,0,0,0,0
"AL111","01111",62.98,632.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL113","01113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL115","01115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL117","01117",130.54,737.87,0,0,0,0,0,0,0,0,0,0,0,0,500.55,3641.27,0,0,0,0,0,0
"AL119","01119",61.83,948.69,25.14,784.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL121","01121",102.04,7817.88,38.6,6566.52,0,0,0,0,0,0,0,0,0,0,555.4,5806.35,0,0,0,0,0,0
"AL123","01123",90.46,737.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL125","01125",90.9,3320.4,42.31,3038.24,0,0,0,0,0,0,0,0,0,0,621.73,2952.38,0,0,0,0,0,0
"AL127","01127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL129","01129",84.09,878.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL131","01131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL133","01133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AK0","02000",,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"AK10","02010",,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"AK13","02013",,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"AK20","02020",,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"AK50","02050",,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"AK60","02060",,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"AK70","02070",,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"AK90","02090",,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"AK100","02100",,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"AK110","02110",,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"AK122","02122",,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"AK130","02130",,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"AK150","02150",,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"AK170","02170",,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"AK180","02180",,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"AK185","02185",,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"AK188","02188",,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"AK201","02201",,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"AK220","02220",,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"AK231","02231",,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"AK240","02240",,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"AK261","02261",,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"AK270","02270",,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"AK280","02280",,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"AK290","02290",,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
,"00",0,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"AZ1","04001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AZ3","04003",204.59,13316.76,0,0,117.71,2010.81,0,0,0,0,152.24,2876.36,0,0,0,0,0,0,0,0,0,0
"AZ5","04005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AZ7","04007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AZ9","04009",0,0,0,0,0,0,0,0,0,0,118.84,1018.18,0,0,1541.98,19649.74,0,0,0,0,0,0
"AZ11","04011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AZ12","04012",0,0,0,0,83.82,778.38,0,0,0,0,170.9,1018.18,0,0,1794.81,11612.7,0,0,0,0,0,0
"AZ13","04013",207.73,773,0,0,80.6,2302.7,0,0,0,0,125.02,10334.55,0,0,1701.18,25652.91,0,0,0,0,0,0
"AZ15","04015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1607.01,3346.03,0,0,0,0,0,0
"AZ17","04017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AZ19","04019",0,0,0,0,85.8,2724.32,0,0,0,0,107.94,1883.64,0,0,1459.18,7676.19,0,0,0,0,0,0
"AZ21","04021",174.07,2846.06,0,0,86.73,8951.35,0,0,0,0,135.93,16825.45,0,0,1684.44,74334.39,0,0,0,0,0,0
"AZ23","04023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AZ25","04025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AZ27","04027",0,0,0,0,88.98,2432.43,0,0,0,0,99.33,2511.52,0,0,1576.74,15910.05,0,0,0,0,0,0
,"00",0,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"AR1","05001",183.21,9276.05,49.98,182563.82,88.76,972.97,61.03,60058.17,0,0,0,0,0,0,0,0,0,0,0,0,8314.92,114326.46
"AR3","05003",167.02,12912.69,36.01,33249.11,94.67,1848.65,60.08,7276.79,0,0,0,0,0,0,1150.5,49796.83,0,0,0,0,7224.24,12535.8
"AR5","05005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR7","05007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR9","05009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR11","05011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR13","05013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR15","05015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR17","05017",175.37,32413.48,38.45,110381.16,83.82,6032.43,60.98,15080.4,0,0,0,0,0,0,1189.78,27260.32,0,0,0,0,7434.86,29083.05
"AR19","05019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR21","05021",195.13,33704.75,42.78,113762.43,80.62,1686.49,50.25,9310,0,0,0,0,0,0,1143.91,33460.32,0,0,0,0,7596.68,81697.57
"AR23","05023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR25","05025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR27","05027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR29","05029",164.68,3689.34,33.48,17543.38,95.53,1508.11,43.34,4395.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR31","05031",197.63,16997.31,43.75,105333.76,90.81,2594.59,53.52,11310.3,0,0,0,0,0,0,1237.95,88013.76,0,0,0,0,7415.45,84562.9
"AR33","05033",141.99,4321.8,31.28,10584.83,0,0,45.02,1481.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR35","05035",179.59,9873.37,38.68,195794.86,93.34,11708.11,56.04,43166.81,0,0,0,0,0,0,1105.43,34969.31,0,0,0,0,7433.6,40150.36
"AR37","05037",152.72,2846.06,41.9,153945.58,89.65,6551.35,52.94,27880.62,0,0,0,0,0,0,1347.52,4428.57,0,0,0,0,7468.74,94090.1
"AR39","05039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR41","05041",204.35,21450.87,46.01,106803.88,95.66,10994.59,64.31,23978.82,0,0,0,0,0,0,1316.03,59342.86,0,0,0,0,7697.92,28868.15
"AR43","05043",195.06,8749,40.83,24697.94,0,0,58.3,6321.91,0,0,0,0,0,0,1156.71,20371.43,0,0,0,0,7503.6,12070.18
"AR45","05045",150.23,1633.85,33.02,7873.28,0,0,37.09,2568.28,0,0,0,0,0,0,0,0,0,0,0,0,6579.45,3116.04
"AR47","05047",108.78,632.46,35.75,2303.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR49","05049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR51","05051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR53","05053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR55","05055",182.46,14177.6,38.45,72966.72,65.09,1362.16,46.91,8569.16,0,0,0,0,0,0,1113.32,13679.37,0,0,0,0,7719.77,78080.1
"AR57","05057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR59","05059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR61","05061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR63","05063",163.14,7220.56,34.84,31215.45,70.02,1945.95,39.27,7079.23,0,0,0,0,0,0,0,0,0,0,0,0,6568.49,10744.97
"AR65","05065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR67","05067",174.13,11436.95,33.53,141988.64,83.82,3308.11,46.45,31412.01,0,0,0,0,0,0,0,0,0,0,0,0,7076.03,99355.14
"AR69","05069",192.66,21266.4,41.03,120524.96,0,0,59.23,32844.31,0,0,0,0,0,0,1093.43,24340.74,0,0,0,0,7512.16,65150.32
"AR71","05071",150.48,1510.87,28.41,2842.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR73","05073",166.05,10830.84,35.91,10241.8,0,0,57.83,9581.65,0,0,0,0,0,0,0,0,0,0,0,0,6563.49,2829.51
"AR75","05075",0,0,36.67,81248.37,74.17,2724.32,47.94,9746.28,0,0,0,0,0,0,0,0,0,0,0,0,7306.13,108667.45
"AR77","05077",186.06,15706.04,40.7,119912.41,91.5,10151.35,62.26,25929.72,0,0,0,0,0,0,1262.23,69840.21,0,0,0,0,7733.6,22779.33
"AR79","05079",184.36,10224.74,41.82,59515.17,97.18,1702.7,48.74,6256.06,0,0,0,0,0,0,1176.63,33427.51,0,0,0,0,7637.07,29942.64
"AR81","05081",157.22,8011.14,31.63,8428.66,0,0,52.85,4914.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR83","05083",152.74,3302.84,32.9,4034.65,0,0,60,1382.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR85","05085",200.25,16074.98,41.98,116359.63,103.54,2562.16,54.83,23435.53,0,0,0,0,0,0,1223.33,18206.35,0,0,0,0,7767.34,80408.18
"AR87","05087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR89","05089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR91","05091",99.37,18710.22,18.99,29500.31,0,0,57.33,14125.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR93","05093",193.5,17550.71,45.29,208241.84,88.82,4183.78,59.91,24620.89,0,0,0,0,0,0,1166.7,209061.38,0,0,0,0,7812.53,40615.98
"AR95","05095",176.01,24086.11,40.6,102516.04,80.87,3891.89,55.15,26596.49,0,0,0,0,0,0,1086.1,16172.49,0,0,0,0,7510.51,52614.53
"AR97","05097",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR99","05099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR101","05101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR103","05103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR105","05105",0,0,37.27,3266.92,0,0,51.28,296.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR107","05107",185.27,34468.97,42.16,191286.51,102.79,10735.14,57.81,25312.35,0,0,0,0,0,0,1127.67,63673.02,0,0,0,0,7457.6,29763.56
"AR109","05109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR111","05111",199.05,10400.42,43.46,170704.89,94.43,5254.05,52.91,22225.48,0,0,0,0,0,0,1268.38,51010.58,0,0,0,0,7668.79,126611.54
"AR113","05113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR115","05115",167.47,1510.87,31.17,7448.58,0,0,38.74,1926.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR117","05117",197.4,6482.7,46.1,113982.94,98.39,5886.49,57.35,16817.28,0,0,0,0,0,0,0,0,0,0,0,0,8111.34,66833.7
"AR119","05119",0,0,33.84,25122.64,81.64,2237.84,47.65,4445.1,0,0,0,0,0,0,0,0,0,0,0,0,7647,3653.29
"AR121","05121",183.93,8169.25,43,36262.85,86.78,1167.57,42.58,1827.43,0,0,0,0,0,0,0,0,0,0,0,0,7781.51,35064.41
"AR123","05123",190.29,6298.23,40.98,135887.66,79.9,2967.57,53.88,30300.73,0,0,0,0,0,0,1242.68,26144.97,0,0,0,0,7829.39,40222
"AR125","05125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR127","05127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR129","05129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR131","05131",137.41,527.05,29.97,2842.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR133","05133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR135","05135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR137","05137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR139","05139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR141","05141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR143","05143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR145","05145",154.58,1686.55,31.53,38198.5,0,0,45.59,6074.96,0,0,0,0,0,0,0,0,0,0,0,0,7111.43,14989.23
"AR147","05147",167.21,14783.71,34.97,130546.24,80.01,7848.65,49.88,23139.19,0,0,0,0,0,0,1129.16,10759.79,0,0,0,0,7273.35,59992.74
"AR149","05149",152.48,2810.92,29.63,8788.02,0,0,38.18,987.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"00",0,0,,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0
"CA1","06001",0,0,0,0,0,0,87.28,296.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA3","06003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA5","06005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA7","06007",156.96,895.98,0,0,0,0,84.87,1432.31,0,0,0,0,0,0,0,0,0,0,0,0,9503.38,105945.39
"CA9","06009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA11","06011",215.81,3794.75,0,0,74.95,972.97,82.57,17977.94,0,0,0,0,0,0,1424.91,2263.49,0,0,0,0,8805.08,161711.77
"CA13","06013",165.92,4110.98,0,0,0,0,66.53,954.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA15","06015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA17","06017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA19","06019",202.32,9838.24,0,0,96.13,681.08,82.51,18570.62,0,0,75.57,12778.18,109.85,2313.88,1656.55,41956.61,0,0,0,0,7076.29,2614.61
"CA21","06021",230.85,10330.15,0,0,118.34,486.49,86.13,5399.97,0,0,75.65,984.24,98.74,804.83,1630.09,3149.21,0,0,0,0,8896.07,92335.09
"CA23","06023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA25","06025",200.39,210.82,0,0,95.36,583.78,0,0,0,0,0,0,129.55,1006.04,1672.36,5379.89,0,0,0,0,0,0
"CA27","06027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA29","06029",201.4,4743.44,0,0,106.51,972.97,93.04,34836.38,0,0,84.7,3207.27,76.07,1056.34,1684.06,31787.3,0,0,0,0,0,0
"CA31","06031",215.05,10365.29,0,0,96.15,291.89,80.29,46599.41,0,0,85.13,2850.91,105.8,503.02,1658.7,27883.6,0,0,0,0,0,0
"CA33","06033",0,0,0,0,0,0,0,0,0,0,39.61,203.64,0,0,0,0,0,0,0,0,0,0
"CA35","06035",0,0,0,0,0,0,55.84,1646.33,0,0,169.77,712.73,0,0,0,0,0,0,0,0,0,0
"CA37","06037",0,0,0,0,0,0,0,0,0,0,58.4,509.09,0,0,0,0,0,0,0,0,0,0
"CA39","06039",185.88,1581.15,0,0,0,0,87.38,11952.37,0,0,71.37,1374.55,112.38,1106.64,1618.76,7184.13,0,0,0,0,0,0
"CA41","06041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA43","06043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA45","06045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA47","06047",197.92,12385.64,0,0,39.45,291.89,84.62,10701.16,0,0,48.89,3054.55,109.57,5357.14,1560.75,42711.11,0,0,0,0,9232.96,2650.43
"CA49","06049",0,0,0,0,0,0,101.63,4840.21,0,0,113.63,2545.45,131.95,452.72,0,0,0,0,0,0,0,0
"CA51","06051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA53","06053",0,0,0,0,0,0,87.28,197.56,0,0,54.26,2570.91,79.13,301.81,0,0,0,0,0,0,0,0
"CA55","06055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA57","06057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA59","06059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA61","06061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7741.19,11067.32
"CA63","06063",0,0,0,0,0,0,0,0,0,0,0,0,43.18,100.6,0,0,0,0,0,0,0,0
"CA65","06065",0,0,0,0,103.55,389.19,34,5630.45,0,0,32.03,305.45,72.01,301.81,1881.41,10858.2,0,0,0,0,0,0
"CA67","06067",196.51,18947.39,0,0,70.38,1070.27,87.82,6173.74,0,0,74.7,916.36,59.38,201.21,0,0,0,0,0,0,8017.06,3975.64
"CA69","06069",0,0,0,0,0,0,53.11,691.46,0,0,37.58,509.09,56.14,1006.04,0,0,0,0,0,0,0,0
"CA71","06071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529.62,492.06,0,0,0,0,0,0
"CA73","06073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA75","06075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA77","06077",201.83,45984.97,0,0,0,0,81.66,12545.05,0,0,54.17,950.3,119.11,1609.66,0,0,0,0,0,0,8724.93,4942.69
"CA79","06079",0,0,0,0,0,0,49.09,987.8,0,0,32.07,14050.91,46.78,603.62,0,0,0,0,0,0,0,0
"CA81","06081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA83","06083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA85","06085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA87","06087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA89","06089",0,0,0,0,0,0,0,0,0,0,45.27,203.64,0,0,0,0,0,0,0,0,0,0
"CA91","06091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
