pfarm_gid,dest_id,fips,actual_nonirr_yield,bdt,arable_acres,windrowing,baling,roadsiding,wrapping,rent,insurance,total_farmgate,travel,loading,unloading,total
2081,2083532,19011,173.09,0.03,247,6.4918682978476436,10.4845246504269258,2.0943257559627034,7.8107867324561363,0.10502052535885167464,0.05980861244019138756,27.0463345744924521,6.9069413372272727,1.8781919451871705,1.8781919451871705,36.8808268416267930
2096,2083532,19011,179.43,0.03,134,6.2624838860527632,10.1830706380969617,1.7702237648703111,7.8107867324561363,0.10502052535885167464,0.05980861244019138756,26.1913941592752153,4.8202033280000000,1.8781919451871705,1.8781919451871705,34.1895569782895562
2094,2083532,19011,188.01,0.03,247,5.9766899828437201,10.1830706380969617,2.0943257559627034,7.8107867324561363,0.10502052535885167464,0.05980861244019138756,26.2297022471585646,5.1604504707840909,1.8781919451871705,1.8781919451871705,34.5272825518229055
2137,2083532,19011,182.45,0.03,247,6.1588242459547727,10.1830706380969617,2.0943257559627034,7.8107867324561363,0.10502052535885167464,0.05980861244019138756,26.4118365102696173,5.2591307767613636,1.8781919451871705,1.8781919451871705,34.7962554841939582
2151,2083532,19011,180.51,0.03,208,6.2250151441717823,10.1830706380969617,1.9930317849768900,7.8107867324561363,0.10502052535885167464,0.05980861244019138756,26.3767334375008134,1.3530774285000000,1.8781919451871705,1.8781919451871705,31.3238254649551543
2131,2083532,19011,188.66,0.03,247,5.9560981854894976,10.1830706380969617,2.0943257559627034,7.8107867324561363,0.10502052535885167464,0.05980861244019138756,26.2091104498043421,5.6155709205340909,1.8781919451871705,1.8781919451871705,34.9071967502486830
2154,2083532,19011,193.86,0.03,177,5.7963348997959808,10.1830706380969617,1.9055114657053827,7.8107867324561363,0.10502052535885167464,0.05980861244019138756,25.8605328738535047,8.1968663774659091,1.8781919451871705,1.8781919451871705,36.8301591763978456
2138,2083532,19011,180.19,0.03,247,6.2360701685689953,10.1830706380969617,2.0943257559627034,7.8107867324561363,0.10502052535885167464,0.05980861244019138756,26.4890824328838397,5.4119373802727273,1.8781919451871705,1.8781919451871705,35.0079712178981806
2190,2083532,19011,180.58,0.03,166,6.2226020803768301,10.1830706380969617,1.8726318886216985,7.8107867324561363,0.10502052535885167464,0.05980861244019138756,26.2539204773506699,1.2996582913295455,1.8781919451871705,1.8781919451871705,31.1540036640950108
2229,2073281,19011,178.04,0.03,177,6.3113765652350479,10.2355949174950359,1.9055114657053827,7.8107867324561363,0.10502052535885167464,0.05980861244019138756,26.4280988186906459,7.6539562720227273,1.8781919451871705,1.8781919451871705,36.9199642284449868
2159,2083532,19011,186.93,0.03,247,6.0112206904961603,10.1830706380969617,2.0943257559627034,7.8107867324561363,0.10502052535885167464,0.05980861244019138756,26.2642329548110047,8.9733584919545455,1.8781919451871705,1.8781919451871705,37.9171723181053456
2237,2073281,19011,182.24,0.03,237,6.1659212229721651,10.1830706380969617,2.0691649099370694,7.8107867324561363,0.10502052535885167464,0.05980861244019138756,26.3937726412613756,9.0048870302159091,1.8781919451871705,1.8781919451871705,38.0744571182257165
2390,2073281,19011,183.96,0.03,229,6.1082707309983015,10.1830706380969617,2.0486515040721532,7.8107867324561363,0.10502052535885167464,0.05980861244019138756,26.3156087434225957,8.6974296193068182,1.8781919451871705,1.8781919451871705,37.7257306987869366
2400,2083532,19011,179.05,0.03,247,6.2757748320270814,10.1864938877077393,2.0943257559627034,7.8107867324561363,0.10502052535885167464,0.05980861244019138756,26.5322103459527034,6.2627562941250000,1.8781919451871705,1.8781919451871705,35.7998197751570443
2166,2083532,19011,180.35,0.03,247,6.2305377525613995,10.1830706380969617,2.0943257559627034,7.8107867324561363,0.10502052535885167464,0.05980861244019138756,26.4835500168762440,6.3265451063295455,1.8781919451871705,1.8781919451871705,35.8072936008205849
2404,2083532,19011,180.83,0.03,247,6.2139992461120814,10.1830706380969617,2.0943257559627034,7.8107867324561363,0.10502052535885167464,0.05980861244019138756,26.4670115104269258,6.0445996786250000,1.8781919451871705,1.8781919451871705,35.5426431179912667
2408,2083532,19011,179.35,0.03,247,6.2652772995508613,10.1830706380969617,2.0943257559627034,7.8107867324561363,0.10502052535885167464,0.05980861244019138756,26.5182895638657058,6.6686536603181818,1.8781919451871705,1.8781919451871705,36.1430886753200467
2176,2083532,19011,180.12,0.03,203,6.2384936912860765,10.1830706380969617,1.9793802378960287,7.8107867324561363,0.10502052535885167464,0.05980861244019138756,26.3765604375342464,5.4017387854090909,1.8781919451871705,1.8781919451871705,34.8864744590685873
